Survey,Sample ID,Occurrence ID,Site Type,Site Code,Date,Section No.,Section Code,Species,Preferred,Recorder Name,Start Time,End Time,Temp (Deg C) term ID,Temp (Deg C) term,Wind Direction term ID,Wind Direction term,Wind Speed term ID,Wind Speed term,% Sun,% Cloud,Reliability term ID,Reliability term,Abundance count
EBMS Transects,6019085,10569894,Transect,EBMS:Italy:1,26/04/2018,S2,EBMS:Italy:1.2,Swallowtail,Papilio machaon,"Chieppa, Gianluca",11:00,13:00,16544,24,,,2455,3. Leaves and twigs in slight motion,100,,,,2
EBMS Transects,6019085,10570061,Transect,EBMS:Italy:1,26/04/2018,S2,EBMS:Italy:1.2,Eastern Bath White,Pontia edusa,"Chieppa, Gianluca",11:00,13:00,16544,24,,,2455,3. Leaves and twigs in slight motion,100,,,,2
EBMS Transects,6019085,10569954,Transect,EBMS:Italy:1,26/04/2018,S2,EBMS:Italy:1.2,Small White,Pieris rapae,"Chieppa, Gianluca",11:00,13:00,16544,24,,,2455,3. Leaves and twigs in slight motion,100,,,,10
EBMS Transects,6019085,10569847,Transect,EBMS:Italy:1,26/04/2018,S2,EBMS:Italy:1.2,Green-veined White,Pieris napi,"Chieppa, Gianluca",11:00,13:00,16544,24,,,2455,3. Leaves and twigs in slight motion,100,,,,10
EBMS Transects,6019085,10569718,Transect,EBMS:Italy:1,26/04/2018,S2,EBMS:Italy:1.2,Small Copper,Lycaena phlaeas,"Chieppa, Gianluca",11:00,13:00,16544,24,,,2455,3. Leaves and twigs in slight motion,100,,,,4
EBMS Transects,6019072,10571237,Transect,EBMS:Italy:1,25/05/2018,S1,EBMS:Italy:1.1,Large White,Pieris brassicae,"Chieppa, Gianluca",13:00,15:00,16546,26,,,2454,"2. Wind felt on face, leaves rustle",70,,,,2
EBMS Transects,6019072,10570396,Transect,EBMS:Italy:1,25/05/2018,S1,EBMS:Italy:1.1,Large White,Pieris brassicae,"Chieppa, Gianluca",13:00,15:00,16546,26,,,2454,"2. Wind felt on face, leaves rustle",70,,,,2
EBMS Transects,6019072,10571091,Transect,EBMS:Italy:1,25/05/2018,S1,EBMS:Italy:1.1,Small White,Pieris rapae,"Chieppa, Gianluca",13:00,15:00,16546,26,,,2454,"2. Wind felt on face, leaves rustle",70,,,,1
EBMS Transects,6019072,10570262,Transect,EBMS:Italy:1,25/05/2018,S1,EBMS:Italy:1.1,Small White,Pieris rapae,"Chieppa, Gianluca",13:00,15:00,16546,26,,,2454,"2. Wind felt on face, leaves rustle",70,,,,1
EBMS Transects,6019072,10571024,Transect,EBMS:Italy:1,25/05/2018,S1,EBMS:Italy:1.1,Green-veined White,Pieris napi,"Chieppa, Gianluca",13:00,15:00,16546,26,,,2454,"2. Wind felt on face, leaves rustle",70,,,,1
EBMS Transects,6019072,10570196,Transect,EBMS:Italy:1,25/05/2018,S1,EBMS:Italy:1.1,Green-veined White,Pieris napi,"Chieppa, Gianluca",13:00,15:00,16546,26,,,2454,"2. Wind felt on face, leaves rustle",70,,,,1
EBMS Transects,6019072,10571000,Transect,EBMS:Italy:1,25/05/2018,S1,EBMS:Italy:1.1,Small Copper,Lycaena phlaeas,"Chieppa, Gianluca",13:00,15:00,16546,26,,,2454,"2. Wind felt on face, leaves rustle",70,,,,2
EBMS Transects,6019072,10570144,Transect,EBMS:Italy:1,25/05/2018,S1,EBMS:Italy:1.1,Small Copper,Lycaena phlaeas,"Chieppa, Gianluca",13:00,15:00,16546,26,,,2454,"2. Wind felt on face, leaves rustle",70,,,,2
EBMS Transects,6019072,10571184,Transect,EBMS:Italy:1,25/05/2018,S1,EBMS:Italy:1.1,Common Blue,Polyommatus icarus,"Chieppa, Gianluca",13:00,15:00,16546,26,,,2454,"2. Wind felt on face, leaves rustle",70,,,,5
EBMS Transects,6019072,10570340,Transect,EBMS:Italy:1,25/05/2018,S1,EBMS:Italy:1.1,Common Blue,Polyommatus icarus,"Chieppa, Gianluca",13:00,15:00,16546,26,,,2454,"2. Wind felt on face, leaves rustle",70,,,,5
EBMS Transects,6019072,10571286,Transect,EBMS:Italy:1,25/05/2018,S1,EBMS:Italy:1.1,Queen of Spain Fritillary,Issoria lathonia,"Chieppa, Gianluca",13:00,15:00,16546,26,,,2454,"2. Wind felt on face, leaves rustle",70,,,,2
EBMS Transects,6019072,10570459,Transect,EBMS:Italy:1,25/05/2018,S1,EBMS:Italy:1.1,Queen of Spain Fritillary,Issoria lathonia,"Chieppa, Gianluca",13:00,15:00,16546,26,,,2454,"2. Wind felt on face, leaves rustle",70,,,,2
EBMS Transects,6019072,10571398,Transect,EBMS:Italy:1,25/05/2018,S1,EBMS:Italy:1.1,Spotted Fritillary,Melitaea didyma,"Chieppa, Gianluca",13:00,15:00,16546,26,,,2454,"2. Wind felt on face, leaves rustle",70,,,,2
EBMS Transects,6019072,10570511,Transect,EBMS:Italy:1,25/05/2018,S1,EBMS:Italy:1.1,Spotted Fritillary,Melitaea didyma,"Chieppa, Gianluca",13:00,15:00,16546,26,,,2454,"2. Wind felt on face, leaves rustle",70,,,,1
EBMS Transects,6019072,10570649,Transect,EBMS:Italy:1,25/05/2018,S2,EBMS:Italy:1.2,Swallowtail,Papilio machaon,"Chieppa, Gianluca",13:00,15:00,16546,26,,,2454,"2. Wind felt on face, leaves rustle",70,,,,3
EBMS Transects,6019072,10564455,Transect,EBMS:Italy:1,25/05/2018,S2,EBMS:Italy:1.2,Swallowtail,Papilio machaon,"Chieppa, Gianluca",13:00,15:00,16546,26,,,2454,"2. Wind felt on face, leaves rustle",70,,,,3
EBMS Transects,6019072,10570797,Transect,EBMS:Italy:1,25/05/2018,S2,EBMS:Italy:1.2,Eastern Bath White,Pontia edusa,"Chieppa, Gianluca",13:00,15:00,16546,26,,,2454,"2. Wind felt on face, leaves rustle",70,,,,1
EBMS Transects,6019072,10564206,Transect,EBMS:Italy:1,25/05/2018,S2,EBMS:Italy:1.2,Eastern Bath White,Pontia edusa,"Chieppa, Gianluca",13:00,15:00,16546,26,,,2454,"2. Wind felt on face, leaves rustle",70,,,,1
EBMS Transects,6019072,10570722,Transect,EBMS:Italy:1,25/05/2018,S2,EBMS:Italy:1.2,Small White,Pieris rapae,"Chieppa, Gianluca",13:00,15:00,16546,26,,,2454,"2. Wind felt on face, leaves rustle",70,,,,13
EBMS Transects,6019072,10564880,Transect,EBMS:Italy:1,25/05/2018,S2,EBMS:Italy:1.2,Small White,Pieris rapae,"Chieppa, Gianluca",13:00,15:00,16546,26,,,2454,"2. Wind felt on face, leaves rustle",70,,,,13
EBMS Transects,6019072,10570581,Transect,EBMS:Italy:1,25/05/2018,S2,EBMS:Italy:1.2,Green-veined White,Pieris napi,"Chieppa, Gianluca",13:00,15:00,16546,26,,,2454,"2. Wind felt on face, leaves rustle",70,,,,4
EBMS Transects,6019072,10564746,Transect,EBMS:Italy:1,25/05/2018,S2,EBMS:Italy:1.2,Green-veined White,Pieris napi,"Chieppa, Gianluca",13:00,15:00,16546,26,,,2454,"2. Wind felt on face, leaves rustle",70,,,,4
EBMS Transects,6019072,10570939,Transect,EBMS:Italy:1,25/05/2018,S2,EBMS:Italy:1.2,Common Blue,Polyommatus icarus,"Chieppa, Gianluca",13:00,15:00,16546,26,,,2454,"2. Wind felt on face, leaves rustle",70,,,,10
EBMS Transects,6019072,10565018,Transect,EBMS:Italy:1,25/05/2018,S2,EBMS:Italy:1.2,Common Blue,Polyommatus icarus,"Chieppa, Gianluca",13:00,15:00,16546,26,,,2454,"2. Wind felt on face, leaves rustle",70,,,,10
EBMS Transects,6019072,10570868,Transect,EBMS:Italy:1,25/05/2018,S2,EBMS:Italy:1.2,Spotted Fritillary,Melitaea didyma,"Chieppa, Gianluca",13:00,15:00,16546,26,,,2454,"2. Wind felt on face, leaves rustle",70,,,,15
EBMS Transects,6019072,10564663,Transect,EBMS:Italy:1,25/05/2018,S2,EBMS:Italy:1.2,Spotted Fritillary,Melitaea didyma,"Chieppa, Gianluca",13:00,15:00,16546,26,,,2454,"2. Wind felt on face, leaves rustle",70,,,,15
EBMS Transects,6020102,10565152,Transect,EBMS:Italy:1,15/06/2018,S1,EBMS:Italy:1.1,Clouded Yellow,Colias crocea,"Chieppa, Gianluca",11:00,13:00,16548,28,,,2454,"2. Wind felt on face, leaves rustle",100,,,,3
EBMS Transects,6020102,10565153,Transect,EBMS:Italy:1,15/06/2018,S1,EBMS:Italy:1.1,Eastern Bath White,Pontia edusa,"Chieppa, Gianluca",11:00,13:00,16548,28,,,2454,"2. Wind felt on face, leaves rustle",100,,,,1
EBMS Transects,6020102,10565086,Transect,EBMS:Italy:1,15/06/2018,S1,EBMS:Italy:1.1,Large White,Pieris brassicae,"Chieppa, Gianluca",11:00,13:00,16548,28,,,2454,"2. Wind felt on face, leaves rustle",100,,,,1
EBMS Transects,6020102,10564950,Transect,EBMS:Italy:1,15/06/2018,S1,EBMS:Italy:1.1,Small White,Pieris rapae,"Chieppa, Gianluca",11:00,13:00,16548,28,,,2454,"2. Wind felt on face, leaves rustle",100,,,,16
EBMS Transects,6020102,10564342,Transect,EBMS:Italy:1,15/06/2018,S1,EBMS:Italy:1.1,Green-veined White,Pieris napi,"Chieppa, Gianluca",11:00,13:00,16548,28,,,2454,"2. Wind felt on face, leaves rustle",100,,,,1
EBMS Transects,6020102,10564205,Transect,EBMS:Italy:1,15/06/2018,S1,EBMS:Italy:1.1,Short-tailed Blue,Cupido argiades,"Chieppa, Gianluca",11:00,13:00,16548,28,,,2454,"2. Wind felt on face, leaves rustle",100,,,,3
EBMS Transects,6020102,10565199,Transect,EBMS:Italy:1,15/06/2018,S1,EBMS:Italy:1.1,Silver-studded Blue,Plebejus argus,"Chieppa, Gianluca",11:00,13:00,16548,28,,,2454,"2. Wind felt on face, leaves rustle",100,,,,1
EBMS Transects,6020102,10565151,Transect,EBMS:Italy:1,15/06/2018,S1,EBMS:Italy:1.1,Common Blue,Polyommatus icarus,"Chieppa, Gianluca",11:00,13:00,16548,28,,,2454,"2. Wind felt on face, leaves rustle",100,,,,1
EBMS Transects,6020102,10564815,Transect,EBMS:Italy:1,15/06/2018,S1,EBMS:Italy:1.1,Marbled Fritillary,Brenthis daphne,"Chieppa, Gianluca",11:00,13:00,16548,28,,,2454,"2. Wind felt on face, leaves rustle",100,,,,1
EBMS Transects,6020102,10565202,Transect,EBMS:Italy:1,15/06/2018,S2,EBMS:Italy:1.2,Small White,Pieris rapae,"Chieppa, Gianluca",11:00,13:00,16548,28,,,2454,"2. Wind felt on face, leaves rustle",100,,,,21
EBMS Transects,6020102,10565201,Transect,EBMS:Italy:1,15/06/2018,S2,EBMS:Italy:1.2,Green-veined White,Pieris napi,"Chieppa, Gianluca",11:00,13:00,16548,28,,,2454,"2. Wind felt on face, leaves rustle",100,,,,18
EBMS Transects,6020102,10565200,Transect,EBMS:Italy:1,15/06/2018,S2,EBMS:Italy:1.2,Small Copper,Lycaena phlaeas,"Chieppa, Gianluca",11:00,13:00,16548,28,,,2454,"2. Wind felt on face, leaves rustle",100,,,,1
EBMS Transects,6020102,10565203,Transect,EBMS:Italy:1,15/06/2018,S2,EBMS:Italy:1.2,Painted Lady,Vanessa cardui,"Chieppa, Gianluca",11:00,13:00,16548,28,,,2454,"2. Wind felt on face, leaves rustle",100,,,,1
EBMS Transects,6020102,10563398,Transect,EBMS:Italy:1,15/06/2018,S2,EBMS:Italy:1.2,Meadow Brown,Maniola jurtina,"Chieppa, Gianluca",11:00,13:00,16548,28,,,2454,"2. Wind felt on face, leaves rustle",100,,,,1
EBMS Transects,6019073,10565209,Transect,EBMS:Italy:1,25/06/2018,S1,EBMS:Italy:1.1,Clouded Yellow,Colias crocea,"Chieppa, Gianluca",11:00,13:00,16548,28,,,2454,"2. Wind felt on face, leaves rustle",80,,,,4
EBMS Transects,6019073,10565207,Transect,EBMS:Italy:1,25/06/2018,S1,EBMS:Italy:1.1,Large White,Pieris brassicae,"Chieppa, Gianluca",11:00,13:00,16548,28,,,2454,"2. Wind felt on face, leaves rustle",80,,,,4
EBMS Transects,6019073,10565204,Transect,EBMS:Italy:1,25/06/2018,S1,EBMS:Italy:1.1,Small White,Pieris rapae,"Chieppa, Gianluca",11:00,13:00,16548,28,,,2454,"2. Wind felt on face, leaves rustle",80,,,,21
EBMS Transects,6019073,10565205,Transect,EBMS:Italy:1,25/06/2018,S1,EBMS:Italy:1.1,Short-tailed Blue,Cupido argiades,"Chieppa, Gianluca",11:00,13:00,16548,28,,,2454,"2. Wind felt on face, leaves rustle",80,,,,3
EBMS Transects,6019073,10565210,Transect,EBMS:Italy:1,25/06/2018,S1,EBMS:Italy:1.1,Silver-studded Blue,Plebejus argus,"Chieppa, Gianluca",11:00,13:00,16548,28,,,2454,"2. Wind felt on face, leaves rustle",80,,,,3
EBMS Transects,6019073,10565206,Transect,EBMS:Italy:1,25/06/2018,S1,EBMS:Italy:1.1,Common Blue,Polyommatus icarus,"Chieppa, Gianluca",11:00,13:00,16548,28,,,2454,"2. Wind felt on face, leaves rustle",80,,,,3
EBMS Transects,6019073,10565208,Transect,EBMS:Italy:1,25/06/2018,S1,EBMS:Italy:1.1,Marbled Fritillary,Brenthis daphne,"Chieppa, Gianluca",11:00,13:00,16548,28,,,2454,"2. Wind felt on face, leaves rustle",80,,,,1
EBMS Transects,6019073,10565211,Transect,EBMS:Italy:1,25/06/2018,S2,EBMS:Italy:1.2,Small White,Pieris rapae,"Chieppa, Gianluca",11:00,13:00,16548,28,,,2454,"2. Wind felt on face, leaves rustle",80,,,,23
EBMS Transects,6019073,10565212,Transect,EBMS:Italy:1,25/06/2018,S2,EBMS:Italy:1.2,Common Blue,Polyommatus icarus,"Chieppa, Gianluca",11:00,13:00,16548,28,,,2454,"2. Wind felt on face, leaves rustle",80,,,,2
EBMS Transects,6019076,10566036,Transect,EBMS:Italy:1,17/07/2018,S1,EBMS:Italy:1.1,Scarce Swallowtail,Iphiclides podalirius,"Chieppa, Gianluca",09:00,13:00,16549,29,,,2454,"2. Wind felt on face, leaves rustle",100,,,,1
EBMS Transects,6019076,10565911,Transect,EBMS:Italy:1,17/07/2018,S1,EBMS:Italy:1.1,Clouded Yellow,Colias crocea,"Chieppa, Gianluca",09:00,13:00,16549,29,,,2454,"2. Wind felt on face, leaves rustle",100,,,,3
EBMS Transects,6019076,10565944,Transect,EBMS:Italy:1,17/07/2018,S1,EBMS:Italy:1.1,Eastern Bath White,Pontia edusa,"Chieppa, Gianluca",09:00,13:00,16549,29,,,2454,"2. Wind felt on face, leaves rustle",100,,,,1
EBMS Transects,6019076,10565760,Transect,EBMS:Italy:1,17/07/2018,S1,EBMS:Italy:1.1,Large White,Pieris brassicae,"Chieppa, Gianluca",09:00,13:00,16549,29,,,2454,"2. Wind felt on face, leaves rustle",100,,,,6
EBMS Transects,6019076,10565507,Transect,EBMS:Italy:1,17/07/2018,S1,EBMS:Italy:1.1,Small White,Pieris rapae,"Chieppa, Gianluca",09:00,13:00,16549,29,,,2454,"2. Wind felt on face, leaves rustle",100,,,,18
EBMS Transects,6019076,10565422,Transect,EBMS:Italy:1,17/07/2018,S1,EBMS:Italy:1.1,Green-veined White,Pieris napi,"Chieppa, Gianluca",09:00,13:00,16549,29,,,2454,"2. Wind felt on face, leaves rustle",100,,,,2
EBMS Transects,6019076,10565594,Transect,EBMS:Italy:1,17/07/2018,S1,EBMS:Italy:1.1,Short-tailed Blue,Cupido argiades,"Chieppa, Gianluca",09:00,13:00,16549,29,,,2454,"2. Wind felt on face, leaves rustle",100,,,,3
EBMS Transects,6019076,10566131,Transect,EBMS:Italy:1,17/07/2018,S1,EBMS:Italy:1.1,Silver-studded Blue,Plebejus argus,"Chieppa, Gianluca",09:00,13:00,16549,29,,,2454,"2. Wind felt on face, leaves rustle",100,,,,1
EBMS Transects,6019076,10565660,Transect,EBMS:Italy:1,17/07/2018,S1,EBMS:Italy:1.1,Common Blue,Polyommatus icarus,"Chieppa, Gianluca",09:00,13:00,16549,29,,,2454,"2. Wind felt on face, leaves rustle",100,,,,3
EBMS Transects,6019076,10565873,Transect,EBMS:Italy:1,17/07/2018,S1,EBMS:Italy:1.1,Marbled Fritillary,Brenthis daphne,"Chieppa, Gianluca",09:00,13:00,16549,29,,,2454,"2. Wind felt on face, leaves rustle",100,,,,1
EBMS Transects,6019076,10565801,Transect,EBMS:Italy:1,17/07/2018,S1,EBMS:Italy:1.1,Spotted Fritillary,Melitaea didyma,"Chieppa, Gianluca",09:00,13:00,16549,29,,,2454,"2. Wind felt on face, leaves rustle",100,,,,4
EBMS Transects,6019076,10566183,Transect,EBMS:Italy:1,17/07/2018,S2,EBMS:Italy:1.2,Small White,Pieris rapae,"Chieppa, Gianluca",09:00,13:00,16549,29,,,2454,"2. Wind felt on face, leaves rustle",100,,,,17
EBMS Transects,6019079,10566336,Transect,EBMS:Italy:1,31/07/2018,S1,EBMS:Italy:1.1,Swallowtail,Papilio machaon,"Chieppa, Gianluca",11:00,13:00,16551,31,,,2454,"2. Wind felt on face, leaves rustle",100,,,,2
EBMS Transects,6019079,10566592,Transect,EBMS:Italy:1,31/07/2018,S1,EBMS:Italy:1.1,Large White,Pieris brassicae,"Chieppa, Gianluca",11:00,13:00,16551,31,,,2454,"2. Wind felt on face, leaves rustle",100,,,,3
EBMS Transects,6019079,10566398,Transect,EBMS:Italy:1,31/07/2018,S1,EBMS:Italy:1.1,Small White,Pieris rapae,"Chieppa, Gianluca",11:00,13:00,16551,31,,,2454,"2. Wind felt on face, leaves rustle",100,,,,17
EBMS Transects,6019079,10566224,Transect,EBMS:Italy:1,31/07/2018,S1,EBMS:Italy:1.1,Small Copper,Lycaena phlaeas,"Chieppa, Gianluca",11:00,13:00,16551,31,,,2454,"2. Wind felt on face, leaves rustle",100,,,,1
EBMS Transects,6019079,10566438,Transect,EBMS:Italy:1,31/07/2018,S1,EBMS:Italy:1.1,Short-tailed Blue,Cupido argiades,"Chieppa, Gianluca",11:00,13:00,16551,31,,,2454,"2. Wind felt on face, leaves rustle",100,,,,4
EBMS Transects,6019079,10566830,Transect,EBMS:Italy:1,31/07/2018,S1,EBMS:Italy:1.1,Silver-studded Blue,Plebejus argus,"Chieppa, Gianluca",11:00,13:00,16551,31,,,2454,"2. Wind felt on face, leaves rustle",100,,,,5
EBMS Transects,6019079,10566716,Transect,EBMS:Italy:1,31/07/2018,S1,EBMS:Italy:1.1,Mazarine Blue,Cyaniris semiargus,"Chieppa, Gianluca",11:00,13:00,16551,31,,,2454,"2. Wind felt on face, leaves rustle",100,,,,1
EBMS Transects,6019079,10566496,Transect,EBMS:Italy:1,31/07/2018,S1,EBMS:Italy:1.1,Common Blue,Polyommatus icarus,"Chieppa, Gianluca",11:00,13:00,16551,31,,,2454,"2. Wind felt on face, leaves rustle",100,,,,2
EBMS Transects,6019079,10566778,Transect,EBMS:Italy:1,31/07/2018,S1,EBMS:Italy:1.1,Lesser Purple Emperor,Apatura ilia,"Chieppa, Gianluca",11:00,13:00,16551,31,,,2454,"2. Wind felt on face, leaves rustle",100,,,,1
EBMS Transects,6019079,10566652,Transect,EBMS:Italy:1,31/07/2018,S1,EBMS:Italy:1.1,Spotted Fritillary,Melitaea didyma,"Chieppa, Gianluca",11:00,13:00,16551,31,,,2454,"2. Wind felt on face, leaves rustle",100,,,,4
EBMS Transects,6019079,10566880,Transect,EBMS:Italy:1,31/07/2018,S2,EBMS:Italy:1.2,Swallowtail,Papilio machaon,"Chieppa, Gianluca",11:00,13:00,16551,31,,,2454,"2. Wind felt on face, leaves rustle",100,,,,1
EBMS Transects,6019079,10567109,Transect,EBMS:Italy:1,31/07/2018,S2,EBMS:Italy:1.2,Clouded Yellow,Colias crocea,"Chieppa, Gianluca",11:00,13:00,16551,31,,,2454,"2. Wind felt on face, leaves rustle",100,,,,1
EBMS Transects,6019079,10567043,Transect,EBMS:Italy:1,31/07/2018,S2,EBMS:Italy:1.2,Small White,Pieris rapae,"Chieppa, Gianluca",11:00,13:00,16551,31,,,2454,"2. Wind felt on face, leaves rustle",100,,,,9
EBMS Transects,6019082,10567213,Transect,EBMS:Italy:1,20/08/2018,S1,EBMS:Italy:1.1,Swallowtail,Papilio machaon,"Chieppa, Gianluca",11:30,13:00,16553,33,,,2455,3. Leaves and twigs in slight motion,100,,,,1
EBMS Transects,6019082,10567726,Transect,EBMS:Italy:1,20/08/2018,S1,EBMS:Italy:1.1,Large Skipper,Ochlodes sylvanus,"Chieppa, Gianluca",11:30,13:00,16553,33,,,2455,3. Leaves and twigs in slight motion,100,,,,1
EBMS Transects,6019082,10567522,Transect,EBMS:Italy:1,20/08/2018,S1,EBMS:Italy:1.1,Small White,Pieris rapae,"Chieppa, Gianluca",11:30,13:00,16553,33,,,2455,3. Leaves and twigs in slight motion,100,,,,3
EBMS Transects,6019082,10567654,Transect,EBMS:Italy:1,20/08/2018,S1,EBMS:Italy:1.1,Silver-studded Blue,Plebejus argus,"Chieppa, Gianluca",11:30,13:00,16553,33,,,2455,3. Leaves and twigs in slight motion,100,,,,9
EBMS Transects,6019082,10567586,Transect,EBMS:Italy:1,20/08/2018,S1,EBMS:Italy:1.1,Spotted Fritillary,Melitaea didyma,"Chieppa, Gianluca",11:30,13:00,16553,33,,,2455,3. Leaves and twigs in slight motion,100,,,,1
EBMS Transects,6019082,10567781,Transect,EBMS:Italy:1,20/08/2018,S2,EBMS:Italy:1.2,Small White,Pieris rapae,"Chieppa, Gianluca",11:30,13:00,16553,33,,,2455,3. Leaves and twigs in slight motion,100,,,,3
EBMS Transects,6019082,10567840,Transect,EBMS:Italy:1,20/08/2018,S2,EBMS:Italy:1.2,Common Blue,Polyommatus icarus,"Chieppa, Gianluca",11:30,13:00,16553,33,,,2455,3. Leaves and twigs in slight motion,100,,,,1
EBMS Transects,6022392,10575149,Transect,EBMS:Italy:10,01/07/2018,S1,EBMS:Italy:10.1,Berger's Clouded Yellow,Colias alfacariensis,Monviso Natural Park,10:27,11:27,16540,20,,,2454,"2. Wind felt on face, leaves rustle",80,,,,1
EBMS Transects,6022392,10575148,Transect,EBMS:Italy:10,01/07/2018,S1,EBMS:Italy:10.1,Clouded Yellow,Colias crocea,Monviso Natural Park,10:27,11:27,16540,20,,,2454,"2. Wind felt on face, leaves rustle",80,,,,1
EBMS Transects,6022392,10575165,Transect,EBMS:Italy:10,01/07/2018,S1,EBMS:Italy:10.1,Large White,Pieris brassicae,Monviso Natural Park,10:27,11:27,16540,20,,,2454,"2. Wind felt on face, leaves rustle",80,,,,1
EBMS Transects,6022392,10575146,Transect,EBMS:Italy:10,01/07/2018,S1,EBMS:Italy:10.1,Green Hairstreak,Callophrys rubi,Monviso Natural Park,10:27,11:27,16540,20,,,2454,"2. Wind felt on face, leaves rustle",80,,,,1
EBMS Transects,6022392,10575167,Transect,EBMS:Italy:10,01/07/2018,S1,EBMS:Italy:10.1,Adonis Blue,Lysandra bellargus,Monviso Natural Park,10:27,11:27,16540,20,,,2454,"2. Wind felt on face, leaves rustle",80,,,,1
EBMS Transects,6022392,10575168,Transect,EBMS:Italy:10,01/07/2018,S1,EBMS:Italy:10.1,Escher's Blue,Polyommatus escheri,Monviso Natural Park,10:27,11:27,16540,20,,,2454,"2. Wind felt on face, leaves rustle",80,,,,3
EBMS Transects,6022392,10575145,Transect,EBMS:Italy:10,01/07/2018,S1,EBMS:Italy:10.1,Small Tortoiseshell,Aglais urticae,Monviso Natural Park,10:27,11:27,16540,20,,,2454,"2. Wind felt on face, leaves rustle",80,,,,1
EBMS Transects,6022392,10575164,Transect,EBMS:Italy:10,01/07/2018,S1,EBMS:Italy:10.1,Glanville Fritillary,Melitaea cinxia,Monviso Natural Park,10:27,11:27,16540,20,,,2454,"2. Wind felt on face, leaves rustle",80,,,,3
EBMS Transects,6022392,10575147,Transect,EBMS:Italy:10,01/07/2018,S1,EBMS:Italy:10.1,Small Heath,Coenonympha pamphilus,Monviso Natural Park,10:27,11:27,16540,20,,,2454,"2. Wind felt on face, leaves rustle",80,,,,5
EBMS Transects,6022392,10575163,Transect,EBMS:Italy:10,01/07/2018,S1,EBMS:Italy:10.1,Northern Wall Brown,Lasiommata petropolitana,Monviso Natural Park,10:27,11:27,16540,20,,,2454,"2. Wind felt on face, leaves rustle",80,,,,2
EBMS Transects,6022392,10575166,Transect,EBMS:Italy:10,01/07/2018,S1,EBMS:Italy:10.1,Pieris,Pieris,Monviso Natural Park,10:27,11:27,16540,20,,,2454,"2. Wind felt on face, leaves rustle",80,,,,2
EBMS Transects,6022393,10575173,Transect,EBMS:Italy:10,18/07/2018,S1,EBMS:Italy:10.1,Brimstone,Gonepteryx rhamni,Monviso Natural Park,11:15,12:15,16540,20,,,2454,"2. Wind felt on face, leaves rustle",90,,,,2
EBMS Transects,6022393,10575178,Transect,EBMS:Italy:10,18/07/2018,S1,EBMS:Italy:10.1,Large White,Pieris brassicae,Monviso Natural Park,11:15,12:15,16540,20,,,2454,"2. Wind felt on face, leaves rustle",90,,,,1
